Player,Class,Season,Position,School,Games,FG,2P,3P,FT,TRB,AST,STL,BLK,PTS,Picked
Ademola Okulaja\ademola-okulaja-1,ACC,4,,North Carolina,34,44,48,37,68,222,81,43,8,313,0
Victor Rudd\victor-rudd-1,Total,5,,Total,22,40,47,27,73,123,28,13,8,250,0
Isaiah Taylor\isaiah-taylor-1,Big 12,3,,Texas,30,40,42,28,79,94,138,29,4,418,0
Sean Walker\sean-walker-1,SWAC,4,,Texas Southern,28,38,40,34,75,101,65,32,8,313,0
Melvin Watson\melvin-watson-1,MEAC,4,,Howard,26,38,43,31,74,130,32,26,2,313,0
Bilal Abdullah\bilal-abdullah-1,Patriot,4,,Lafayette,29,43,49,37,76,103,71,30,11,313,0
Drew Barry\drew-barry-1,ACC,4,,Georgia Tech,29,45,53,36,78,120,181,48,10,313,1
Guilherme Da Luz\guilherme-da-luz-1,Southern,4,,Furman,29,38,43,27,74,128,167,51,1,313,0
Cole Dickerson\cole-dickerson-1,WCC,4,,San Francisco,31,50,56,37,53,187,32,19,13,313,0
Paul Harris\paul-harris-1,Big East,3,,Syracuse,35,47,50,22,72,277,84,41,25,417,0
Michael Jenkins\michael-jenkins-2,Big South,4,,Winthrop,32,40,46,36,73,91,61,30,9,313,0
Jeremy Sexton\jeremy-sexton-1,Big South,4,,Charleston Southern,29,40,45,36,77,61,62,30,3,313,0
Brad Tinsley\brad-tinsley-1,SEC,4,,Vanderbilt,33,43,50,38,85,95,120,21,5,313,0
Mark Tollefsen\mark-tollefsen-1,Total,4,,Total,32,53,64,37,70,124,41,16,23,313,0
Calvin Watson\calvin-watson-1,Sun Belt,4,,North Texas,26,42,45,39,70,88,34,21,7,313,0
Eric Webb\eric-webb-1,Southern,4,,Furman,29,42,45,40,78,73,104,37,1,313,0
Blair Wilson\blair-wilson-1,Big 12,4,,Colorado,29,41,48,38,79,89,45,30,8,313,0
Stephon Carter\stephon-carter-1,Ind,3,,Cal State Bakersfield,29,44,46,21,67,129,81,62,9,417,0
Darren Fells\darren-fells-1,Big West,4,,UC-Irvine,30,53,54,38,70,195,52,25,12,313,0
Steve Miles\steve-miles-1,Total,5,,Total,20,39,42,36,81,104,49,19,3,250,0
Scott Padgett\scott-padgett-1,SEC,5,,Kentucky,24,45,51,36,76,130,47,29,13,250,1
Brandon Provost\brandon-provost-1,Total,5,,Total,22,43,40,44,80,68,38,16,6,250,0
Josh Richardson\josh-richardson-2,SEC,4,,Tennessee,34,45,52,31,76,109,61,36,22,313,1
Thomas van der Mars\thomas-van-der-mars-1,WCC,4,,Portland,31,56,56,NaN,65,207,24,16,30,313,0
Ron Austin\ron-austin-1,Southland,4,,Lamar,28,43,49,36,67,89,31,21,8,312,0
V.J. Beachem\vj-beachem-1,ACC,4,,Notre Dame,33,44,50,39,71,87,20,18,19,312,0
Pat Calathes\pat-calathes-1,A-10,4,,Saint Joseph's,31,43,46,37,83,157,73,19,21,312,0
Chris Carr\chris-carr-1,MVC,3,,Southern Illinois,31,50,54,36,76,179,46,30,22,417,1
Troy Cotton\troy-cotton-1,Horizon,4,,Green Bay,32,42,43,42,81,71,29,19,1,312,0
Garrison Johnson\garrison-johnson-1,SWAC,4,,Jackson State,32,38,40,33,74,98,27,22,9,312,0
Kevin Kanaskie\kevin-kanaskie-1,Sun Belt,4,,Middle Tennessee,31,36,40,34,81,112,121,31,1,312,0
Jacob Parker\jacob-parker-1,Southland,4,,Stephen F. Austin,32,49,52,40,80,156,50,29,11,312,0
David Sivulich\david-sivulich-1,WCC,3,,Saint Mary's (CA),25,40,44,38,78,78,64,33,1,417,0
Tiras Wade\tiras-wade-1,Total,4,,Total,19,46,49,39,77,105,30,26,4,312,0
Eric Washington\eric-washington-3,Total,5,,Total,23,43,48,32,82,72,112,29,1,250,1
Preston Blackmon\preston-blackmon-1,Total,4,,Savannah State,30,38,43,31,78,63,135,34,4,312,0
Jason Hoover\jason-hoover-1,MAAC,4,,Manhattan,28,52,52,NaN,71,216,31,19,20,312,0
Steffan Johnson\steffan-johnson-1,Total,5,,Total,24,42,46,38,69,61,87,28,4,250,0
Chris Kaman\chris-kaman-1,MAC,3,,Central Michigan,27,61,61,NaN,71,235,21,14,60,416,1
Yante Maten\yante-maten-1,SEC,3,,Georgia,31,49,49,47,73,202,26,13,50,416,0
Nazareth Mitrou-Long\nazareth-mitrou-long-1,Big 12,5,,Iowa State,26,45,64,38,76,70,47,17,1,250,0
Lanny Smith\lanny-smith-1,CUSA,5,,Houston,24,37,39,34,69,53,100,29,1,250,0
Christian Standhardinger\christian-standhardinger-1,Total,5,,Total,17,48,51,27,72,121,21,19,8,250,0
Tavon Allen\tavon-allen-1,CAA,4,,Drexel,29,36,38,33,76,77,55,19,11,312,0
Javan Felix\javan-felix-1,Big 12,4,,Texas,33,39,41,35,78,68,91,25,1,312,0
Kelvin Gibbs\kelvin-gibbs-1,WCC,4,,Pepperdine,31,47,49,27,69,210,37,35,20,312,0
Wesley Iwundu\wesley-iwundu-1,Big 12,4,,Kansas State,33,46,49,32,69,154,91,30,13,312,1
Herbert Lang\herbert-lang-1,A-Sun,4,,Centenary (LA),25,43,50,25,60,137,46,39,8,312,0
Jay Larranaga\jay-larranaga-1,MAC,4,,Bowling Green State,27,42,45,39,64,99,62,31,4,312,0
Tyson Whitfield\tyson-whitfield-1,Patriot,4,,Lafayette,26,40,44,37,77,106,48,35,2,312,0
Duane Woodward\duane-woodward-1,Big East,4,,Boston College,29,41,46,32,73,104,122,51,8,312,0
Robert Bailey\robert-bailey-1,Total,4,,Total,20,44,48,34,74,56,52,26,4,312,0
Kelyn Block\kelyn-block-1,MVC,4,,Indiana State,28,43,47,28,73,92,56,24,8,312,0
Stais Boseman\stais-boseman-1,Pac-10,4,,Southern California,26,38,43,31,68,92,72,52,5,312,0
Laurence Bowers\laurence-bowers-1,Total,5,,Missouri,25,54,56,33,70,128,26,21,31,249,0
Jack Eggleston\jack-eggleston-1,Ivy,4,,Pennsylvania,28,47,49,37,77,174,54,25,18,312,0
Shannon Evans\shannon-evans-1,Total,4,,Total,23,40,44,35,82,71,98,34,7,312,0
Matt Maloney\matt-maloney-1,Ivy,3,,Pennsylvania,27,42,44,40,80,63,107,52,1,416,0
Darius Miller\darius-miller-1,SEC,4,,Kentucky,38,45,51,37,82,122,69,28,25,312,1
Juan Fernandez\juan-fernandez-1,A-10,4,,Temple,29,39,38,40,80,75,105,24,2,311,0
Levance Fields\levance-fields-1,Big East,4,,Pittsburgh,32,41,46,34,72,97,161,30,1,311,0
Chauncey Hardy\chauncey-hardy-1,NEC,4,,Sacred Heart,28,45,49,41,82,66,85,39,4,311,0
Derek Hood\derek-hood-1,SEC,4,,Arkansas,32,51,51,NaN,59,250,51,37,25,311,0
Whitney Robinson\whitney-robinson-1,Total,5,,Total,22,35,38,32,81,67,54,28,0,249,0
John Tofi\john-tofi-1,Total,4,,Texas-El Paso,29,52,52,0,70,193,34,19,27,311,0
Jim Williamson\jim-williamson-1,WCC,4,,Loyola Marymount,28,39,43,36,83,70,126,34,2,311,0
Tim Clifford\tim-clifford-1,Patriot,4,,Holy Cross,31,52,53,38,78,128,27,15,52,311,0
Colter Lasher\colter-lasher-1,Southland,4,,Houston Baptist,29,45,51,35,72,114,53,22,10,311,0
Jodie Meeks\jodie-meeks-1,SEC,3,,Kentucky,27,44,49,39,88,82,43,28,2,415,1
Ahmad Starks\ahmad-starks-1,Total,5,,Total,26,38,40,35,86,45,57,26,1,249,0
Markel Starks\markel-starks-1,Big East,4,,Georgetown,31,43,48,36,81,50,75,25,2,311,0
Perris Blackwell\perris-blackwell-1,Total,5,,Total,24,55,55,NaN,57,150,19,12,10,249,0
Dwayne Collins\dwayne-collins-1,ACC,4,,Miami (FL),31,56,56,NaN,56,219,27,21,23,311,1
Will Cummings\will-cummings-1,Total,4,,Temple,30,42,47,27,77,84,89,39,5,311,0
Randall Gulina\randall-gulina-1,OVC,4,,Samford,27,46,55,36,78,70,31,20,0,311,0
Clint Harrison\clint-harrison-1,ACC,4,,North Carolina State,28,44,47,40,73,81,44,32,1,311,0
Rick Jackson\rick-jackson-1,Big East,4,,Syracuse,35,59,59,NaN,51,232,48,33,64,311,0
Monte Jenkins\monte-jenkins-1,MVC,4,,Southern Illinois,28,44,50,36,68,119,61,29,11,311,0
Sean Johnson\sean-johnson-1,A-10,4,,Duquesne,30,42,46,32,73,75,45,20,7,311,0
Nate Langley\nate-langley-1,CAA,3,,George Mason,20,45,52,28,64,87,46,68,5,415,0
Jared Mintz\jared-mintz-1,Patriot,4,,Lafayette,28,52,54,27,81,129,42,15,8,311,0
Jeremy Pargo\jeremy-pargo-1,WCC,4,,Gonzaga,33,46,51,30,70,113,147,42,5,311,0
LaMarcus Reed\lamarcus-reed-1,Southland,4,,Texas-Arlington,28,44,48,36,77,102,35,22,7,311,0
Ben Stywall\ben-stywall-1,Southern,4,,North Carolina-Greensboro,30,48,50,22,64,240,36,35,18,311,0
Mike Wells\mike-wells-1,Sun Belt,4,,Western Kentucky,31,45,54,36,80,122,46,26,23,311,0
Kris Yanku\kris-yanku-1,Big Sky,3,,Northern Arizona,32,35,35,32,81,136,139,47,2,415,0
Sean O'Brien\sean-obrien-1,MVC,4,,Southern Illinois,32,48,52,24,58,201,61,27,17,311,0
Devin Price\devin-price-1,MAAC,4,,Marist,28,37,39,34,80,68,68,26,1,311,0
Phil Greene\phil-greene-1,Big East,4,,St. John's (NY),32,39,42,32,70,89,70,28,2,310,0
Justin Reynolds\justin-reynolds-1,Southland,4,,Texas A&M-Corpus Christi,31,47,51,28,60,194,31,29,24,310,0
Kenny Thomas\kenny-thomas-2,Big South,4,,Radford,29,42,49,35,74,109,38,26,5,310,1
Mike Tisdale\mike-tisdale-1,Big Ten,4,,Illinois,34,53,55,39,80,157,25,10,44,310,0
Kyle Casey\kyle-casey-1,Ivy,5,,Harvard,23,49,54,29,75,130,24,15,25,248,0
A.J. Davis\aj-davis-1,Total,5,,Total,23,45,54,32,72,80,24,29,5,248,0
Cole Huff\cole-huff-1,Total,5,,Total,26,44,49,39,80,117,16,13,9,248,0
Dennis Mavin\dennis-mavin-1,Total,5,,Total,24,41,44,29,62,84,40,24,0,248,0
Lee Skinner\lee-skinner-1,Southern,4,,Wofford,33,46,48,20,66,228,67,32,7,310,0
Marquis Sullivan\marquis-sullivan-1,MAAC,4,,Loyola (MD),29,43,47,41,79,59,17,17,5,310,0
Frank Tolbert\frank-tolbert-1,SEC,4,,Auburn,30,44,49,34,69,124,45,36,18,310,0
Aaron Bright\aaron-bright-1,Total,5,,Total,27,38,39,35,83,39,85,13,0,248,0
Demario Eddins\demario-eddins-1,CUSA,4,,Alabama-Birmingham,27,47,50,24,69,127,62,43,10,310,0
Michael Freeman\michael-freeman-1,MEAC,4,,Hampton,30,54,55,0,71,174,19,35,26,310,0
Robert Hatter\robert-hatter-1,Ivy,4,,Cornell,25,40,48,30,72,72,50,22,4,310,0
Jibril Hodges\jibril-hodges-1,Big West,4,,Long Beach State,28,40,44,37,84,51,62,27,5,310,0
Andy Ogide\andy-ogide-1,Total,5,,Total,19,55,56,33,67,126,14,14,10,248,0
Clarke Rosenberg\clarke-rosenberg-1,Total,4,,Chicago State,31,41,45,29,73,104,59,34,6,310,0
Adam Sonn\adam-sonn-1,Total,3,,Belmont,25,48,50,23,79,273,76,23,12,413,0
Isaac Sosa\isaac-sosa-1,Total,5,,Total,26,43,45,42,74,48,25,11,2,248,0
Spencer Weisz\spencer-weisz-1,Ivy,4,,Princeton,29,43,50,38,75,151,95,32,8,310,0
Kieron Achara\kieron-achara-1,A-10,5,,Duquesne,23,52,57,29,76,121,20,13,37,248,0
Roberto Gittens\roberto-gittens-1,AEC,4,,Hofstra,31,56,56,NaN,60,202,25,21,34,310,0
Sidney Goodman\sidney-goodman-1,MEAC,3,,Coppin State,30,40,40,40,83,105,100,62,10,413,0
John Hamilton\john-hamilton-1,Big Sky,4,,Weber State,29,42,43,41,75,70,44,15,0,310,0
Shaquille Johnson\shaquille-johnson-1,CUSA,4,,Marshall,33,43,51,30,71,106,75,31,5,310,0
Kevin Melson\kevin-melson-1,MW Coll,3,,Wright State,26,47,50,27,76,175,56,34,24,413,0
Bryce Scott\bryce-scott-1,Patriot,4,,Lafayette,31,44,49,41,82,85,67,23,3,310,0
Tracy Smith\tracy-smith-1,ACC,4,,North Carolina State,26,52,52,NaN,64,135,19,17,14,310,0
Cameron Bairstow\cameron-bairstow-1,MWC,4,,New Mexico,33,51,52,0,72,159,25,15,24,309,1
Marseilles Brown\marseilles-brown-1,Total,5,,Total,22,38,41,36,80,53,91,23,1,247,0
Avery Curry\avery-curry-1,Total,5,,Total,21,38,41,35,68,75,52,27,3,247,0
Brian Dux\brian-dux-1,MAAC,4,,Canisius,29,46,51,33,83,80,127,35,6,309,0
Jordair Jett\jordair-jett-1,A-10,4,,Saint Louis,33,47,50,22,61,107,105,43,10,309,0
Matt Newman\matt-newman-1,Southern,4,,Citadel,27,50,50,NaN,66,166,13,16,29,309,0
Brian Wethers\brian-wethers-1,Pac-10,4,,University of California,31,48,52,31,69,108,61,23,2,309,0
Tirrell Baines\tirrell-baines-1,CUSA,4,,Marshall,31,53,53,0,69,164,20,16,10,309,0
Donte Clark\donte-clark-1,A-10,3,,Massachusetts,32,40,46,32,76,108,77,26,10,412,0
Vernon Hamilton\vernon-hamilton-1,ACC,4,,Clemson,31,44,49,31,54,99,99,67,2,309,0
Pierria Henry\pierria-henry-1,Total,4,,Charlotte,30,41,46,28,69,150,141,74,18,309,0
Ronnie Johnson\ronnie-johnson-1,Total,5,,Total,25,41,43,31,67,69,84,18,1,247,0
Leonard Mendez\leonard-mendez-1,CAA,4,,Georgia State,28,44,48,39,74,85,41,29,6,309,0
Ryan Nicholas\ryan-nicholas-1,WCC,4,,Portland,29,46,48,38,74,208,28,14,6,309,0
Ben Walker\ben-walker-1,MVC,4,,Creighton,31,43,46,38,67,169,72,37,2,309,0
Pierre Curtis\pierre-curtis-1,CAA,4,,James Madison,31,45,48,35,80,102,115,43,5,309,0
Steve Drabyn\steve-drabyn-1,Total,4,,Belmont,28,41,44,41,92,62,102,30,1,309,0
Kevin Hammack\kevin-hammack-1,Southern,5,,Citadel,23,38,43,31,72,70,91,44,6,247,0
Kashien Latham\kashien-latham-1,Southern,4,,Georgia Southern,28,51,51,NaN,66,235,13,19,28,309,0
David Simon\david-simon-1,Ind,3,,IPFW,27,56,57,20,64,207,39,18,47,412,0
Ali Thomas\ali-thomas-1,WCC,4,,San Francisco,29,39,42,37,81,77,83,27,2,309,0
Bill Washington\bill-washington-1,Southland,4,,Texas-Arlington,26,53,53,0,56,211,47,49,8,309,0
Ryan Anderson\ryan-anderson-1,Pac-10,2,,University of California,33,48,53,40,84,298,31,17,18,618,1
Austin Arians\austin-arians-1,Total,5,,Total,26,43,56,37,83,79,30,17,3,247,0
Ron Hale\ron-hale-1,ACC,4,,Florida State,30,44,51,32,74,124,30,20,19,309,0
Michael Harper\michael-harper-1,MEAC,4,,Coppin State,26,45,48,40,78,87,32,30,7,309,0
Brian Jackson\brian-jackson-2,Pac-10,4,,Oregon State,26,46,50,35,77,121,35,15,17,309,0
Fredrik Jonzen\fredrik-jonzen-1,Big 12,4,,Oklahoma State,32,50,50,25,66,186,41,23,12,309,0
Jeremy Major\jeremy-major-1,WCC,4,,Pepperdine,31,40,42,36,58,99,123,38,8,309,0
Xavier Rathan-Mayes\xavier-rathan-mayes-1,ACC,3,,Florida State,33,42,52,29,67,105,150,33,1,412,0
Kassius Robertson\kassius-robertson-1,MAAC,4,,Canisius,25,45,51,40,78,68,44,20,2,309,0
Chris Singletary\chris-singletary-1,MAC,4,,Kent State,30,47,51,32,64,116,81,47,5,309,0
Andy Wicke\andy-wicke-1,A-Sun,4,,Belmont,31,41,49,38,78,63,90,42,2,309,0
James Blackmon\james-blackmon-1,Big Ten,3,,Indiana,25,45,49,41,82,124,42,19,2,411,0
Tobe Carberry\tobe-carberry-1,AEC,4,,Vermont,27,39,41,29,66,119,49,29,12,308,0
Jackson Emery\jackson-emery-1,MWC,6,,Brigham Young,22,46,59,38,78,75,52,41,6,205,0
Derrick Hayes\derrick-hayes-1,Total,5,,Total,23,43,45,37,76,81,39,20,6,247,0
Jermaine Hicks\jermaine-hicks-1,Total,5,,Total,22,36,37,34,77,50,73,26,0,247,0
Pierre Jackson\pierre-jackson-1,Big 12,2,,Baylor,37,44,49,38,81,122,239,61,1,617,1
Demetrius Porter\demetrius-porter-1,WAC,4,,Fresno State,33,44,51,40,74,65,113,49,4,308,0
Robbie Reid\robbie-reid-1,Total,6,,Total,21,39,39,38,73,60,73,27,0,205,0
Jesse Sanders\jesse-sanders-1,Big South,4,,Liberty,31,46,50,28,75,203,181,38,4,308,0
Tony Tolbert\tony-tolbert-1,MW Coll,2,,Detroit Mercy,28,47,49,41,66,133,54,30,4,617,0
David Vanterpool\david-vanterpool-1,A-10,3,,St. Bonaventure,28,43,47,34,73,165,101,64,6,411,0
John Vaughan\john-vaughan-1,CAA,5,,George Mason,25,41,48,33,73,92,40,19,5,247,0
Kris Weems\kris-weems-1,Pac-10,4,,Stanford,31,42,44,39,79,75,59,19,6,308,0
Delonte West\delonte-west-1,A-10,3,,Saint Joseph's,29,49,54,37,83,125,90,40,5,411,1
Armond Williams\armond-williams-1,Horizon,4,,Illinois-Chicago,30,54,54,0,54,177,29,42,16,308,0
D.J. Augustin\dj-augustin-1,Big 12,2,,Texas,36,44,46,40,80,105,226,50,1,617,1
Bonzie Colson\bonzie-colson-1,ACC,3,,Notre Dame,34,53,55,38,77,229,34,30,36,411,0
Connor Frizzelle\connor-frizzelle-1,CUSA,4,,Rice,32,38,41,34,84,66,56,28,0,308,0
Jordan Gregory\jordan-gregory-1,Big Sky,4,,Montana,27,42,47,38,82,76,52,15,1,308,0
Chris Long\chris-long-1,Southern,4,,Elon,31,38,42,34,77,76,132,38,1,308,0
Mickey McConnell\mickey-mcconnell-1,WCC,4,,Saint Mary's (CA),31,49,51,46,83,55,119,28,4,308,0
Shane Power\shane-power-2,Total,5,,Total,25,44,46,39,75,104,45,21,5,246,0
A.D. Smith\ad-smith-1,Pac-10,5,,Oregon,20,51,55,38,77,120,29,21,4,246,0
Kenyan Weaks\kenyan-weaks-1,SEC,4,,Florida,28,50,57,42,78,94,42,40,11,308,0
Dylan Ennis\dylan-ennis-1,Total,6,,Total,23,41,48,34,69,85,73,20,10,205,0
Charles Gosa\charles-gosa-1,Big West,4,,New Mexico State,29,54,58,30,66,197,32,31,29,308,0
Ayron Hardy\ayron-hardy-1,A-Sun,4,,Jacksonville,31,54,59,31,74,176,63,54,29,308,0
Majak Kou\majak-kou-1,Horizon,4,,Loyola (IL),27,44,53,33,69,98,38,35,22,308,0
Ethan O'Day\ethan-oday-1,AEC,4,,Vermont,31,55,55,NaN,64,152,26,22,54,308,0
Anthony Pieper\anthony-pieper-1,Total,4,,Marquette,30,40,44,37,77,75,47,21,2,308,0
Jaye Crockett\jaye-crockett-1,Big 12,4,,Texas Tech,31,50,54,31,74,169,27,26,16,308,0
Frankie Dobbs\frankie-dobbs-2,Total,5,,Total,24,39,43,35,80,67,101,21,1,246,0
Thomas Gipson\thomas-gipson-1,Big 12,4,,Kansas State,32,53,53,NaN,67,175,17,12,14,308,0
Jorge Gutierrez\jorge-gutierrez-1,Total,4,,University of California,32,43,46,34,73,123,105,36,3,308,0
Ike Iroegbu\ike-iroegbu-1,Pac-12,4,,Washington State,31,43,47,35,73,95,93,20,3,308,0
Antoine Jordan\antoine-jordan-1,MAAC,4,,Siena,28,40,43,34,81,184,72,46,10,308,0
James Michael McAdoo\james-michael-mcadoo-1,ACC,3,,North Carolina,36,45,45,0,57,213,37,44,19,410,0
Arinze Onuaku\arinze-onuaku-1,Big East,5,,Syracuse,26,65,65,NaN,39,160,14,17,29,246,0
Adreian Payne\adreian-payne-1,Big Ten,4,,Michigan State,34,52,55,41,76,183,21,19,35,308,1
Brendan Plavich\brendan-plavich-1,Total,5,,Total,24,38,36,39,70,44,44,27,1,246,0
Grant Stout\grant-stout-1,MVC,4,,Northern Iowa,31,52,57,33,71,230,35,21,55,308,0
Cody Toppert\cody-toppert-1,Ivy,4,,Cornell,27,40,47,35,85,105,39,23,2,308,0
Brock Young\brock-young-1,CUSA,4,,East Carolina,30,37,40,30,80,86,153,38,0,308,0
Chris Allen\chris-allen-1,Total,5,,Total,28,38,42,36,79,60,44,12,2,246,0
Trey Burke\trey-burke-1,Big Ten,2,,Michigan,36,45,50,36,78,121,208,46,16,615,1
Nick Coppola\nick-coppola-1,Sun Belt,4,,Louisiana-Monroe,33,39,43,36,67,96,138,22,0,307,0
Erick Dampier\erick-dampier-1,SEC,3,,Mississippi State,31,59,59,NaN,56,286,42,19,83,410,1
Eric Hicks\eric-hicks-1,Total,4,,Cincinnati,30,51,51,36,59,222,17,14,64,307,0
Tory Jackson\tory-jackson-1,Big East,4,,Notre Dame,34,41,44,32,61,131,173,52,4,307,0
Harold Jamison\harold-jamison-1,ACC,4,,Clemson,32,61,61,NaN,54,234,31,25,16,307,0
Leo Lyons\leo-lyons-1,Big 12,4,,Missouri,30,53,55,15,67,147,40,24,19,307,0
Phil Martin\phil-martin-1,WAC,4,,Hawaii,31,51,51,0,67,154,26,28,10,307,0
Roger Mason\roger-mason-1,ACC,3,,Virginia,29,44,48,37,87,89,76,30,11,410,1
Terran Petteway\terran-petteway-1,Total,4,,Total,22,41,47,32,75,91,39,17,14,307,0
Stanley Robinson\stanley-robinson-1,Big East,4,,Connecticut,31,49,52,35,64,194,32,18,32,307,1
Brendon Rowell\brendon-rowell-1,Big South,3,,Elon,26,46,48,37,73,83,71,49,2,410,0
Jamie Skeen\jamie-skeen-1,Total,5,,Total,25,48,54,35,68,134,28,16,16,246,0
Nick Stallings\nick-stallings-1,Total,3,,Centenary (LA),31,43,45,39,70,146,64,44,12,410,0
Martino Brock\martino-brock-1,Total,5,,Total,24,44,48,28,60,103,41,33,7,246,0
Damone Brown\damone-brown-1,Big East,4,,Syracuse,28,50,52,23,74,170,31,29,24,307,1
Ray Harrison\ray-harrison-1,SEC,4,,Georgia,31,41,47,33,75,93,94,44,2,307,0
Danny Horace\danny-horace-1,MAC,4,,Miami (OH),28,43,46,32,79,195,23,16,17,307,0
Jacques Jones\jacques-jones-1,SWAC,5,,Texas Southern,24,43,45,25,67,144,45,25,18,246,0
Corey Lyons\corey-lyons-1,MEAC,4,,Norfolk State,26,43,49,32,69,88,25,20,9,307,0
Chet Mason\chet-mason-1,MAC,4,,Miami (OH),29,42,47,21,59,201,82,39,4,307,0
Kenyon Murray\kenyon-murray-1,Big Ten,4,,Iowa,31,46,51,26,58,141,46,50,15,307,0
Kevin Palmer\kevin-palmer-1,Southland,2,,Texas A&M-Corpus Christi,32,44,52,31,78,172,91,81,13,615,0
Austen Rowland\austen-rowland-1,Total,5,,Total,23,40,44,35,71,74,87,34,2,246,0
Julian Sensley\julian-sensley-1,WAC,3,,Hawaii,29,45,52,31,66,199,96,36,23,410,0
Kyle Spain\kyle-spain-1,MWC,4,,San Diego State,28,42,43,39,78,149,33,34,11,307,0
Steven Barber\steven-barber-1,Southland,3,,Texas-Arlington,27,39,44,34,79,53,61,31,1,409,0
Randy Bracy\randy-bracy-1,CAA,4,,William & Mary,23,38,41,34,68,99,87,43,13,307,0
Donta Bright\donta-bright-1,A-10,3,,Massachusetts,35,47,48,30,72,190,60,35,31,409,0
Coleco Buie\coleco-buie-1,Total,4,,Total,21,44,46,38,65,113,59,31,5,307,0
Henry Dugat\henry-dugat-1,Big 12,4,,Baylor,29,42,46,36,74,104,55,38,5,307,0
Amir Johnson\amir-johnson-1,Big South,4,,Radford,30,39,42,33,67,119,151,47,4,307,0
Arthur Lee\arthur-lee-1,Pac-10,4,,Stanford,31,41,42,41,87,58,95,30,7,307,0
Johnathan Motley\johnathan-motley-1,Big 12,3,,Baylor,34,52,53,25,65,217,44,14,40,409,0
Lee Nixon\lee-nixon-1,Southern,4,,Wofford,27,40,46,31,72,71,51,26,4,307,0
Derek Anderson\derek-anderson-1,Total,5,,Total,19,48,53,36,81,75,64,37,3,245,1
Dave Coley\dave-coley-1,AEC,4,,Stony Brook,32,37,38,32,76,129,49,27,2,307,0
Marquise Gainous\marquise-gainous-1,WAC,2,,Texas Christian,31,54,55,31,81,267,46,30,38,614,0
Keith Gamble\keith-gamble-1,SWAC,4,,Alabama State,30,40,43,36,69,99,26,32,10,307,0
Ravii Givens\ravii-givens-1,A-Sun,4,,Stetson,26,39,44,30,82,66,113,37,0,307,0
Yaw Gyawu\yaw-gyawu-1,Patriot,4,,Colgate,27,49,50,0,64,103,22,12,0,307,0
Michael Haynes\michael-haynes-1,A-10,4,,Fordham,24,40,44,32,58,130,46,18,12,307,0
Drew Housman\drew-housman-1,Ivy,4,,Harvard,28,41,43,35,80,71,84,39,1,307,0
Jackson Kent\jackson-kent-1,CAA,4,,James Madison,32,40,45,36,78,116,54,24,2,307,0
Dwayne Lathan\dwayne-lathan-1,Total,5,,Total,22,44,49,29,75,104,27,17,12,245,0
Trevis Wyche\trevis-wyche-1,MAAC,4,,Saint Peter's,32,43,46,35,72,91,125,41,2,307,0
Dimitri Batten\dimitri-batten-1,Total,4,,Total,33,40,46,34,64,102,40,34,10,306,0
Jabari Bird\jabari-bird-1,Pac-12,4,,University of California,28,44,51,37,76,93,33,14,8,306,1
John Celestand\john-celestand-1,Big East,4,,Villanova,31,41,47,33,73,85,112,38,7,306,1
Jason Erickson\jason-erickson-1,Big Sky,4,,Montana State,28,48,51,42,83,58,74,40,5,306,0
Jon Goode\jon-goode-1,Horizon,4,,Detroit Mercy,29,43,45,41,79,83,61,24,1,306,0
B.J. Monteiro\bj-monteiro-1,A-10,4,,Duquesne,30,46,51,31,53,115,52,22,20,306,0
Jereal Scott\jereal-scott-1,Southland,4,,Stephen F. Austin,27,53,53,NaN,69,136,16,11,14,306,0
Montrael Scott\montrael-scott-1,SWAC,4,,Prairie View,31,42,48,34,72,106,49,34,2,306,0
Derrick Williams\derrick-williams-2,Pac-10,2,,Arizona,34,59,60,51,72,266,32,28,23,613,1
Diante Baldwin\diante-baldwin-1,Southern,4,,North Carolina-Greensboro,31,42,45,34,64,113,109,42,8,306,0
Harrison Barnes\harrison-barnes-1,ACC,2,,North Carolina,37,43,47,35,74,207,48,34,14,613,1
Oscar Bellfield\oscar-bellfield-1,MWC,4,,Nevada-Las Vegas,33,39,41,36,75,78,146,33,9,306,0
Samme Givens\samme-givens-1,CAA,4,,Drexel,32,50,50,NaN,61,264,38,21,24,306,0
Calvin Haynes\calvin-haynes-1,Pac-10,4,,Oregon State,30,40,44,33,72,74,49,28,2,306,0
Bobby Jones\bobby-jones-2,Pac-10,4,,Washington,31,50,53,36,71,154,38,33,14,306,1
Paul Marigney\paul-marigney-1,WCC,5,,Saint Mary's (CA),18,45,49,39,81,78,26,16,4,245,0
Edward Scott\edward-scott-1,ACC,4,,Clemson,28,38,42,31,73,108,148,32,1,306,0
Gilvydas Biruta\gilvydas-biruta-1,Total,5,,Total,25,51,53,20,68,144,27,17,14,245,0
Corey Brewer\corey-brewer-1,SEC,3,,Florida,36,48,53,36,70,156,100,58,14,408,1
Ryan Brooks\ryan-brooks-2,A-10,4,,Temple,31,42,47,36,77,95,47,21,5,306,0
Joel Burns\joel-burns-1,MAC,4,,Western Michigan,27,46,50,41,77,48,42,19,0,306,0
Karl Jones\karl-jones-1,SWAC,4,,Alcorn State,25,47,51,32,67,120,25,18,9,306,0
Micah Marsh\micah-marsh-1,Sun Belt,4,,Arkansas State,26,40,42,38,81,68,95,28,0,306,0
